system:index,NBR_amp,NBR_mean,NBR_pha,NDMI_amp,NDMI_mean,NDMI_pha,NDVI_amp,NDVI_mean,NDVI_pha,cls,elev,ptid,slope,.geo
17_0,0.21299397491802388,0.5158966,-2.8153038900073377,0.1818339296293887,0.2199888,-2.776821195511945,0.16797757028469726,0.7208322,-2.9421460232056384,1,111,17,2.7348604,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.0721819379780836,0.49109778,-2.6334088763584518,0.06206244352166854,0.23051761,-2.6379820309147948,0.041307626977416474,0.7021228,-2.8230572305252837,1,1065,18,16.424856,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,0.15265833048335975,0.49721223,-2.722972189963606,0.1340320592479475,0.21430318,-2.654038103669182,0.1097243013806795,0.70753103,-2.877082935411942,1,102,19,10.79629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,0.1084300111604427,0.23499846,-2.5226301219165994,0.0833061702040441,0.07441921,-2.5568856831181153,0.1056719450415285,0.41000938,-2.6203095918265227,1,78,20,5.517343,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,0.13390701498644456,0.5244705,-2.680016649191387,0.11311593183082588,0.23078254,-2.561741765700531,0.12113401066021487,0.72811294,-2.750233189956677,1,94,21,19.840738,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,0.0747979655244121,0.19624569,-2.607356140851024,0.05811910851934524,0.047556967,-2.3935708379657816,0.06713980156575525,0.4330111,-2.6124191727916695,1,77,22,3.7047918,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.016403130711160268,0.28889614,-2.801218436196212,0.006269934317084118,0.13065483,-1.8129025975199302,0.018974598019847137,0.29412454,-2.15766956504603,1,19,23,3.0147915,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,0.10031894264173116,0.52248794,-2.791194082954089,0.08337880013275191,0.27685675,-2.8256683780393295,0.08062719049004363,0.68459016,-3.0538571437829765,1,389,24,7.5772095,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,0.06721963460204483,0.24294345,-2.0734123258450508,0.043746340254627335,0.07514016,-1.9258671462875652,0.04922498086390758,0.41854963,-2.2795811410436544,1,77,25,1.3688846,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,0.13440227751572414,0.5814309,-2.846783981593125,0.12314629655571135,0.2912161,-2.8038601998200554,0.10348454606684102,0.7685181,-2.9543475858648076,1,146,26,15.336591,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,0.11919054002071269,0.5435698,-2.461949850692061,0.10597084833781288,0.25726464,-2.347757950504292,0.10836563691687172,0.7197724,-2.642517755589266,1,54,27,7.0534635,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,0.08333683961716205,0.61104983,-2.6396098617323926,0.07537404255028268,0.31682578,-2.4948530722396534,0.056966422271747516,0.81804806,-2.82023972933157,1,1188,28,39.545265,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.07038203092045073,0.2694434,-2.6609503942878856,0.0509309098982548,0.095494665,-2.6579014199931357,0.053397375822601914,0.48122916,-2.74509013196864,1,319,29,5.11007,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,0.06702561538705308,0.69291157,-2.8229174412362763,0.05164993846548945,0.41921273,3.0865839851376977,0.08229395958772931,0.8280638,-2.5715623251935016,1,1842,30,45.308453,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,0.0916657740592711,0.5964938,-3.0963169745307666,0.08181817717351765,0.30631444,3.1306875544679116,0.08379274396887176,0.75252396,-3.0312117822138926,1,41,31,1.006301,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,0.13596777381356073,0.59653336,-2.7891081082479356,0.11769223455731541,0.28966802,-2.7776303287455084,0.10015405088263564,0.80151844,-2.7513044531551616,1,335,32,18.757355,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,0.0697654322412279,0.31741285,-2.950855124412288,0.056269199532867464,0.14575356,-3.0216440422475395,0.046836899789798374,0.5038036,-2.892288505910852,1,323,33,2.1101215,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,0.12251428637385918,0.54501784,-2.722226270226825,0.1057388244024354,0.2587379,-2.722298005773078,0.0880558980322431,0.7571511,-2.7295040449049965,1,917,34,34.924534,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,0.09303575957444006,0.56627864,-2.8408238758261426,0.07891994401314653,0.29248512,-2.850052113804911,0.0757746049605759,0.75501364,-2.970382974310574,1,124,35,7.6009045,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,0.13559542883484543,0.48103812,-2.688388343771708,0.10684187990838745,0.22653751,-2.6467299361411962,0.12459380210401107,0.6287047,-2.793799546530461,1,44,36,3.537858,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.14241659907230333,0.53269035,-2.657247254059807,0.12270482182082243,0.24600734,-2.612677018780486,0.10567835661704032,0.73021626,-2.753650513950347,1,116,37,8.167522,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,0.09746348917642163,0.3791428,-2.597286899044895,0.08037930163220555,0.16474536,-2.6972209823436706,0.10523182466331618,0.53279364,-2.567642097156112,1,75,38,19.690609,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,0.13895060580518115,0.59599197,-2.7551033010772485,0.11862998433426396,0.28535265,-2.721978018139356,0.09993554008561477,0.8158077,-2.808466557576827,1,570,39,20.646053,"{""type"":""MultiPoint"",""coordinates"":[]}"
